Graduation Year,Role,Employer,Company's Industry,Role Category 1,Role Category 2,Role Category 3,Role Category 4,Career Webpage,Specify Other Industry,POST,Comments
2019,Website Tester,UserTesting,,,,,,,,,
2019,Personal Banker,HSBC,,,,,,,,,
2019,Research Assistant,China Europe International Business School,,,,,,,,,
2019,Data Analyst,Faith Wilson Group,,,,,,,,,
2019,Tutor,Speedup Education,,,,,,,,,
2019,Senior Policy Analyst,Government of British Columbia,,,,,,,,,
2019,Consultant/ Climate Policy Analyst,(Freelance),,,,,,,,,
2019,"Co-Founder, Digital Projects Lead",Climate Hub (UBC),,,,,,,,,
2019,COP24 Youth Delegate,British Columbia Council for International Cooperation,,,,,,,,,
2019,Research Assistant,Vancouver School of Economics,,,,,,,,,
2019,Marketing and Aevents Assistant,Vancouver School of Economics,,,,,,,,,
2019,Global Exchange Program Intern,Sandbox Startups,,,,,,,,,
2019,Trade Commissioner Assistant,Global Affairs Canada,,,,,,,,,
2019,"Senior Manager, Ancillary Revenue",Flair Airlines,,,,,,,,,
2019,Business Intelligence Developer,BroadbandTV,,,,,,,,,
2019,Analyst,InterVISTAS Consulting,,,,,,,,,
2019,Instructor,University of British Columbia,,,,,,,,,
2019,Process Improvement Specialist,Vancouver School of Economics,,,,,,,,,
2019,Operations Intern,DHL Supply Chain,,,,,,,,,
2019,Customer Service & Warehouse Support,Pro Source Irrigation Supply,,,,,,,,,
2019,Customer Service & Warehouse Support,Vancouver Irrigation and Lightning Supply Ltd,,,,,,,,,
2019,Customer Success Manager,SAP,,,,,,,,,
2019,Customer Engagement Manager,SAP,,,,,,,,,
2019,Business Analyst,SAP,,,,,,,,,
2019,Junior Analyst,CMLS Financial,,,,,,,,,
2019,Director of Programs,Student Energy,,,,,,,,,
2019,Director of Community Programs,Student Energy,,,,,,,,,
2019,Global Community Manager ,Student Energy,,,,,,,,,
2019,Leaders Fellowship Coordinator,Student Energy,,,,,,,,,
2019,Server,Earls Kitchen + Bar,,,,,,,,,
2019,Server,Cactus Club Cafe,,,,,,,,,
2019,First Year Summer Student,Gardiner Roberts LLP,,,,,,,,,
2019,Accounting Associate,Bench Accounting,,,,,,,,,
2019,Accounting Services Intern,FCB Global,,,,,,,,,
2019,Job Site Project Manager,College Pro,,,,,,,,,
2019,Key Account Manager,Mark Anthony Group,,,,,,,,,
2019,Associate Key Manager,Mark Anthony Group,,,,,,,,,
2019,Field Sales,Mark Anthony Group,,,,,,,,,
2019,Account Project Manager,Sillicon Valley Growth Agents,,,,,,,,,
2019,Business Development Representative,Mobify,,,,,,,,,
2019,Lifeguard,City of Burnaby,,,,,,,,,
2019,Custome Service Representative,TD,,,,,,,,,
2019,Senior Advisor,"Innovation, Science, and Economic Development Canada",,,,,,,,,
2019,Policy Analyst,"Innovation, Science, and Economic Development Canada",,,,,,,,,
2019,Policy Lab,Max Bell School of Public Policy,,,,,,,,,
2019,Analyst,Canadian Itellectutal Property Office,,,,,,,,,
2019,Support and Community Outreach Assisstant,NorthShore Women's Centre,,,,,,,,,
2019,Manufaturer Intelligence Manager ,CVS Health ,,,,,,,,,
2019,Grad Intern ,Amgen ,,,,,,,,,
2019,Sales Analyst Team Leader,iData Research ,,,,,,,,,
2019,Senior Research analyst ,iData Research ,,,,,,,,,
2019,Research Analyst ,iData Research ,,,,,,,,,
2019,Database Consultant ,First Steps Health Society ,,,,,,,,,
2019,Manager of Customer Experience,TD,,,,,,,,,
2019,Financial Advisor,TD,,,,,,,,,
2019,Personal Banking Associate,TD,,,,,,,,,
2019,Customer Experience Associate,TD,,,,,,,,,
2019,Senior Business Analyst,McKinsey & Company,,,,,,,,,
2019,Business Analyst,McKinsey & Company,,,,,,,,,
2019,Accountant,Evernest,,,,,,,,,
2019,General Manager & Financial Consultant,Hotel Bethel Puertra del Cielo,,,,,,,,,
2019,Marketing Consultant,Hotel Bethel Puertra del Cielo,,,,,,,,,
2019,Sales Manager ,Hotel Bethel Puertra del Cielo,,,,,,,,,
2019,Policy Analyst,Transport Canda,,,,,,,,,
2019,Senior IRP Analyst,BCIT ,,,,,,,,,
2019,Junior IRP Analyst,BCIT ,,,,,,,,,
2019,Corporate Training Programming and Planning Analyst,BCIT ,,,,,,,,,
2019,Research and Coordination,BCIT ,,,,,,,,,
2019,Administrative Assistant,Transport Canda,,,,,,,,,
2019,"Administration, Customer Service ",TPD,,,,,,,,,
2019,Data Scientist,Thumbtack,,,,,,,,,
2019,Research Professional,Analysis Group,,,,,,,,,
2019,Management Consultant,KPMG,,,,,,,,,
2019,Peer Academic Advisor,University of British Columbia,,,,,,,,,
2019,Teaching Assistant,University of British Columbia,,,,,,,,,
2019,Research Assistant,University of British Columbia,,,,,,,,,
2019,VP Administration,Vancouver School of Economics,,,,,,,,,
2019,VP Finance,Vancouver School of Economics,,,,,,,,,
2019,Data Analyst Co-op,Transportation Investment Corporation,,,,,,,,,
2019,Sales Associate,The Running Room,,,,,,,,,
2019,Consultant ,The World Bank,,,,,,,,,
2019,Administrative Assistant ,Luangpaseuth Corporation Sole Co ltd ,,,,,,,,,
2019,Volunteer Tsaff ,Self Employed,,,,,,,,,
2019,Intern ,UN Habitat,,,,,,,,,
2019,Intern ,Fair Trade Laos,,,,,,,,,
2019,Strategic Investment Manager,"China General Technology (Group) Holding Co., Ltd.",,,,,,,,,
2019,PE Internal,Xinjin Capital,,,,,,,,,
2019,Campus Recruitment Intern,Daiwa Securities Capital Markets,,,,,,,,,
2019,Investment Banking Intern,CICC,,,,,,,,,
2019,Investment Banking Intern,CITIC Securities Company Limited,,,,,,,,,
2019,Quantitative Analyst Assistant,CICC,,,,,,,,,
2019,Head of Business Development,Atlas One Digital Secuirities ,,,,,,,,,
2019,Capital Markets Associate,Leading Loop,,,,,,,,,
2019,Wealth Management Representative,Leading Loop,,,,,,,,,
2019,Sales Strategy & Analytics Intern,Franklin Templeton Investments,,,,,,,,,
2019,"Fund Anaylst, Intern",Fieldhouse Capital Management,,,,,,,,,
2019,Research Assistant,UBC Faculty of Education,,,,,,,,,
2019,Economist,Alma Economics,,,,,,,,,
2019,Graduate Research Assistant,"Birkbeck, University of London",,,,,,,,,
2019,Graduate Research Assistant,The London School of Economics and Political Science (LSE),,,,,,,,,
2019,Impact Evaluation Analyst,Pacific Community Resources Society (PCRS),,,,,,,,,
2019,Lead Economic Researcher,British Columbia Council for International Cooperation,,,,,,,,,
2019,Research Assistant,Vancouver School of Economics,,,,,,,,,
2019,"Junior Transportation Planner, Policy Development",TransLink,,,,,,,,,
2019,Writing Consultant,University of British Columbia,,,,,,,,,
2019,Data Science for Social Good Research Fellow,City of Surrey,,,,,,,,,
2019,"Research Assistant, Planning and Evaluation",Columbia Basin Trust,,,,,,,,,
2019,Teaching Assistant,Queen's University,,,,,,,,,
2019,Archival Assistant and Cultural Interpreter,Kilby GEneral Store Museum,,,,,,,,,
2019,Technician,Kerkhoff Techonologies Inc.,,,,,,,,,
2019,Business Process Associate Consultant,SAP,,,,,,,,,
2019,Product Manger Intern,Dell Techonolgies,,,,,,,,,
2019,Clinical Operations Team Lead,Babylon Health,,,,,,,,,
2019,Clinical Operations Shift Lead,Babylon Health,,,,,,,,,
2019,Clinical Operaitons Associate,Babylon Health,,,,,,,,,
2019,Undergrad Teaching Assistant,"UBC, Department of Computer Science",,,,,,,,,
2019,Lab Manager,"UBC, Department of Psychology ",,,,,,,,,
2019,First Year Programs Assistant,"UBC, Faculty of Arts",,,,,,,,,
2019,Global Science and Academic Analyst Intern,Illuminate Consuling Group,,,,,,,,,
2019,Total Rewards Analyst,BeyondTrust ,,,,,,,,,
2019,HR Technology Coordinator ,Mark Anthony Group,,,,,,,,,
2019,People and Culture Assistant,BC Children's Hospital Foundation,,,,,,,,,
2019,Payroll Coordinator ,Aquilini Investment Group Inc. ,,,,,,,,,
2019,Implementations Specialist ,Rise People ,,,,,,,,,
2019,Equity Ambassador ,UBC ,,,,,,,,,
2019,Resource Development Intern ,Rick Hansen Foundation ,,,,,,,,,
2019,Cashier ,Urban Fare ,,,,,,,,,
2019,Learning Technolgy Rover Co-op ,UBC Sauder School of Business,,,,,,,,,
2019,Personal Banker,BMO,,,,,,,,,
2019,Personal Banking Assistant,BMO,,,,,,,,,
2019,Customer Service Representative,BMO,,,,,,,,,
2019,Program Assistant,JiZhongZhi Science and Tech Co. Ltd.,,,,,,,,,
2019,Business Assistant,TriTech Controls,,,,,,,,,
2019,Customer Success Manager,Traction Complete,,,,,,,,,
2019,Implementation Strategist,Dutchie,,,,,,,,,
2019,Intermediate Customer Onboarding Specialist,Clio,,,,,,,,,
2019,Intermediate Customer Support Specialist,Clio,,,,,,,,,
2019,Junior Customer Support Specialist,Clio,,,,,,,,,
2019,Barista,Starbucks,,,,,,,,,
2019,Teaching Assistant,UBC Sauder School of Business,,,,,,,,,
2019,"Senior Manager, Climate Disclosure & Reporting Strategy ",RBC,,,,,,,,,
2019,Product and ESG Specialist ,SAMETRICA ,,,,,,,,,
2019,Consulting Analyst ,Willlis Towers Watson,,,,,,,,,
2019,Fund Manager ,National Social Value Fund ,,,,,,,,,
2019,Associate ,National Social Value Fund ,,,,,,,,,
2019,Impact Investing Analyst ,UBC Sauder Centre for Social Innovation & Impact Investing ,,,,,,,,,
2019,Co-founder ,Project Kavi ,,,,,,,,,
2019,Summer Intern ,Salama SHEILD Foundation ,,,,,,,,,
2019,Researching Reality Intern ,Cantre for Civil Society ,,,,,,,,,
2019,Senior Research Specialist ,Princeton University ,,,,,,,,,
2019,Research Assistant ,Bank of Canada ,,,,,,,,,
2019,Teacher Assistant,UBC ,,,,,,,,,
2019,Academic Peer Advisor ,UBC ,,,,,,,,,
2019,"Governor's Challenge Finalist, Bank of Canada ",UBC ,,,,,,,,,
2019,Summer Analyst ,InterVISTAS Consulting ,,,,,,,,,
2019,Junior Consultant ,Strategy Consulting Initiative ,,,,,,,,,
2019,Associate Corporate Accountant,Transportation Investment Corporation,,,,,,,,,
2019,Finance Clerk,Transportation Investment Corporation,,,,,,,,,
2019,Bookkeeper,VITALITY Products Inc/,,,,,,,,,
2019,Office Administator ,Kings Auto Lease LTd.,,,,,,,,,
2019,CEO & Co-Founder,Greenlite,,,,,,,,,
2019,Product Manger,Paxos,,,,,,,,,
2019,Product Lead,Meta,,,,,,,,,
2019,Product Manager,Meta,,,,,,,,,
2019,Growth,Siftery,,,,,,,,,
2019,Data Analyst,Tumblr,,,,,,,,,
2019,User Expirience Designer ,Microsoft,,,,,,,,,
2019,Statistician,OECD-OCDE,,,,,,,,,
2019,Junior Policy Analyst,OECD-OCDE,,,,,,,,,
2019,Trainee,OECD-OCDE,,,,,,,,,
2019,Trainee in Education,UNESCO,,,,,,,,,
2019,Research Assistant in Development Economics,UNESCO,,,,,,,,,
2019,Political and Economic Trainee,UBC Sauder School of Business,,,,,,,,,
2019,Management Trainee-US Consulate General Vancouver,Embassy of Canada ,,,,,,,,,
2019,Senior Associate,PhoenixTree Capital,,,,,,,,,
2019,Senior Project Manager ,Apply Digital ,,,,,,,,,
2019,Project Manager Co-op,Apply Digital ,,,,,,,,,
2019,Project Manager Co-op,Apply Digital ,,,,,,,,,
2019,Technology and Marketing Consultant ,Sally's Brook Wilderness Cabins ,,,,,,,,,
2019,Red Cross Babysitting Course Instructor ,Big Dip Productions - First Aid Hero ,,,,,,,,,
2019,Gymnastics Instructor ,UBC Active Kids,,,,,,,,,
2019,Chair of Logistics ,UBC Model Parliament ,,,,,,,,,
2019,Asset Administrator ,Transport Canada ,,,,,,,,,
2019,Resource Development Assistant ,Alzheimer Society of B.C ,,,,,,,,,
2019,Program Development Assistant,VSE Career Centre ,,,,,,,,,
2019,English Teaching Assistant ,Anglais en Famille ,,,,,,,,,
2019,Gymnastics Instructor ,Univeristy of Toronto Gymnastics ,,,,,,,,,
2019,Wealth Planner ,Vancity ,,,,,,,,,
2019,Wealth Relationship Manager ,Vancity ,,,,,,,,,
2019,Financial Service Representative ,CIBC ,,,,,,,,,
2019,Customer Service Representative ,CIBC ,,,,,,,,,
2019,Sales Associate ,The Body Shop ,,,,,,,,,
2019,IBD Intern,"China Galaxy Securities Co., Ltd.",,,,,,,,,
2019,Premium Banker,HSBC,,,,,,,,,
2019,Personal Banker,HSBC,,,,,,,,,
2019,President,Pacific Educational Access for Kids,,,,,,,,,
2019,VP of Public Relation,Pacific Educational Access for Kids,,,,,,,,,
2019,Public Relations Coordinator,Pacific Educational Access for Kids,,,,,,,,,
2019,Employer Engagement Assistant,University of British Columbia,,,,,,,,,
2019,Sales Marketing Coordinator,Canada Prime Investment Group,,,,,,,,,
2019,Activities Chair,Alpha Omicron Pi Beta Kappa Chapter,,,,,,,,,
2019,English Teacher,San Pedro Nolasco School Concepcion,,,,,,,,,
2019,Waitress,Hanppy Tofu Pot House,,,,,,,,,
2019,Business Leadership Program,Prudential Hong Kong,,,,,,,,,
2019,Founding Partner & CEO,Sinesis Health,,,,,,,,,
2019,Consultant,Kearney,,,,,,,,,
2019,Analyst,McKinsey & Company,,,,,,,,,
2019,Summer Associate (Capital Market),Clifford Chance,,,,,,,,,
2019,Sales Specialist,CIMET,,,,,,,,,
2019,Lead Generator,Smart Energy,,,,,,,,,
2019,Research Analyst,Henslow,,,,,,,,,
